gene_claim_name,gene_concept_id,Gene_name,interaction_source_db_name,interaction_source_db_version,interaction_type,interaction_score,drug_claim_name,drug_concept_id,drug_name,approved,immunotherapy,anti_neoplastic,ATC_Code,ATC_Category
EHMT2,hgnc:14129,EHMT2,DTC,5-Jun-23,,0.011470256,METHYSERGIDE MALEATE,rxcui:203190,METHYSERGIDE MALEATE,True,False,False,,
CYP3A4,hgnc:2637,CYP3A4,DTC,5-Jun-23,,0.033397539,GUAIFENESIN,rxcui:5032,GUAIFENESIN,True,False,False,,
ABCB1,hgnc:40,ABCB1,PharmGKB,5-Jun-23,,0.082259489,tetrabenazine,rxcui:10390,TETRABENAZINE,True,False,False,,
ABCC6,hgnc:57,ABCC6,NCI,14-Sep-17,,0.842572199,SALINE,rxcui:9863,SODIUM CHLORIDE,True,False,False,,
UNIPROT:P01008,hgnc:775,SERPINC1,TEND,1-Aug-11,,0.315401358,ARDEPARIN,rxcui:104466,TINZAPARIN SODIUM,True,False,False,B01AB10,Heparin group
CYP 20.00,hgnc:2631,CYP 20.00,PharmGKB,5-Jun-23,,0.813517985,streptomycin,rxcui:10109,STREPTOMYCIN,True,False,False,,
PSMB8,hgnc:9545,PSMB8,DTC,5-Jun-23,,0.346941494,BORTEZOMIB,rxcui:358258,BORTEZOMIB,True,False,True,,
KIT,hgnc:6342,KIT,ChEMBL,32,inhibitor,0.728148814,SUNITINIB MALATE,rxcui:357977,SUNITINIB,True,False,True,,
SCN11A,hgnc:10583,SCN11A,ChEMBL,32,blocker,0.095129119,MEXILETINE HYDROCHLORIDE,rxcui:142138,MEXILETINE HYDROCHLORIDE,True,False,False,,
SCN3A,hgnc:10590,SCN3A,ChEMBL,32,blocker,0.081916742,MEPHENYTOIN,rxcui:6757,MEPHENYTOIN,True,False,False,,
EPCAM,hgnc:11529,EPCAM,ChEMBL,32,modulator,1.769401617,CATUMAXOMAB,ncit:C62445,CATUMAXOMAB,True,False,True,,
SEM1,hgnc:10845,SEM1,ChEMBL,32,inhibitor,0.28770758,IXAZOMIB,rxcui:1723735,IXAZOMIB,True,False,False,,
UCP1,hgnc:12517,UCP1,NCI,14-Sep-17,,3.276669661,ALPHA-METHYL-P-TYROSINE,rxcui:266604,METYROSINE,True,False,False,,
TP53,hgnc:11998,TP53,DTC,5-Jun-23,,0.011044954,NITAZOXANIDE,rxcui:31819,NITAZOXANIDE,True,False,False,,
FAAH,hgnc:3553,FAAH,NCI,14-Sep-17,,0.59575812,TETRAHYDROCANNABINOL,rxcui:10402,DRONABINOL,True,False,False,,
CYP2D6,hgnc:2625,CYP2D6,PharmGKB,5-Jun-23,,0.111598967,hydrocodone,rxcui:5489,HYDROCODONE,True,False,False,,
GABRA6,hgnc:4080,GABRA6,ChEMBL,32,positive modulator,0.095746841,CLOBAZAM,rxcui:21241,CLOBAZAM,True,False,False,,
RPMJ,hgnc:14490,MRPL36,ChEMBL,32,inhibitor,0.433676867,LEFAMULIN ACETATE,rxcui:2198943,LEFAMULIN ACETATE,True,False,False,,
UNIPROT:P11229,hgnc:1950,CHRM1,TdgClinicalTrial,14-Jan,,0.158548532,TRIFLUPROMAZINE,rxcui:10805,TRIFLUPROMAZINE,True,False,False,,
PAX8,hgnc:8622,PAX8,DTC,5-Jun-23,,0.027496529,DAUNORUBICIN HYDROCHLORIDE,rxcui:81992,DAUNORUBICIN HYDROCHLORIDE,True,False,False,,
NR1I2,hgnc:7968,NR1I2,PharmGKB,5-Jun-23,,0.012031835,lovastatin,rxcui:6472,LOVASTATIN,True,False,True,C10AA02,Lipid modifying agents
ABCB1,hgnc:40,ABCB1,NCI,14-Sep-17,,0.029032761,DESFERRIOXAMINE,rxcui:3131,DEFEROXAMINE,True,False,False,,
SCN5A,hgnc:10593,SCN5A,PharmGKB,5-Jun-23,,0.89363718,mexiletine,rxcui:6926,MEXILETINE,True,False,False,,
TNF,hgnc:11892,TNF,NCI,14-Sep-17,,0.049314426,RABEPRAZOLE,rxcui:114979,RABEPRAZOLE,True,False,True,,
RORC,hgnc:10260,RORC,DTC,5-Jun-23,,0.080135943,MITOTANE,rxcui:7004,MITOTANE,True,False,False,,
UNIPROT:P31644,hgnc:4079,GABRA5,TEND,1-Aug-11,,0.095746841,CHLORDIAZEPOXIDE,rxcui:2356,CHLORDIAZEPOXIDE,True,False,False,,
GNA11,hgnc:4379,GNA11,CIViC,5-Jun-23,,0.737250674,CABOZANTINIB,rxcui:1363267,CABOZANTINIB S-MALATE,True,False,True,L01XE26,Antineoplastic agents
BRD4,hgnc:13575,BRD4,DTC,5-Jun-23,,0.190258238,ALPRAZOLAM,rxcui:596,ALPRAZOLAM,True,False,False,,
KMT2C,hgnc:13726,KMT2C,CIViC,5-Jun-23,,1.034737788,LETROZOLE,rxcui:72965,LETROZOLE,True,False,True,L02BG04,Hormonal therapies
CTLA4,hgnc:2505,CTLA4,PharmGKB,5-Jun-23,,0.053135184,ribavirin,rxcui:9344,RIBAVIRIN,True,False,False,,
ERBB2,hgnc:3430,ERBB2,NCI,14-Sep-17,,0.021836377,HYDROCORTISONE,rxcui:103468,HYDROCORTISONE BUTYRATE,True,False,False,,
CXCR4,hgnc:2561,CXCR4,ChEMBL,32,agonist,6.487805929,PLERIXAFOR,rxcui:733003,PLERIXAFOR,True,False,False,,
CACNG1,hgnc:1405,CACNG1,ChEMBL,32,modulator,0.097006668,GABAPENTIN,rxcui:25480,GABAPENTIN,True,False,False,,
CD3D,hgnc:1673,CD3D,ChEMBL,32,modulator,1.552106681,CATUMAXOMAB,ncit:C62445,CATUMAXOMAB,True,False,True,,
PNPLA3,hgnc:18590,PNPLA3,PharmGKB,5-Jun-23,,1.63833483,asparaginase,rxcui:1156,ASPARAGINASE,True,False,True,,
MPHOSPH8,hgnc:29810,MPHOSPH8,DTC,5-Jun-23,,0.033322064,CEFOTAXIME SODIUM,rxcui:203117,CEFOTAXIME SODIUM,True,False,False,,
UNIPROT:P05771,hgnc:9395,PRKCB,TdgClinicalTrial,14-Jan,,0.335113943,INGENOL MEBUTATE,rxcui:1242806,INGENOL MEBUTATE,True,False,False,,
UNIPROT:P24046,hgnc:4090,GABRR1,TdgClinicalTrial,14-Jan,,0.21064305,CLOTIAZEPAM,rxcui:2622,CLOTIAZEPAM,True,False,False,,
MAP2K1,hgnc:6840,MAP2K1,JAX-CKB,5-Jun-23,,0.6505153,Selumetinib,rxcui:2289380,SELUMETINIB,True,False,True,,
HNRNPC,hgnc:5035,HNRNPC,DTC,5-Jun-23,,14.74501347,DABIGATRAN,rxcui:1546356,DABIGATRAN,True,False,False,,
PSMD10,hgnc:9555,PSMD10,MyCancerGenome,20-Jun-17,other/unknown,0.499830965,CARFILZOMIB,rxcui:1302966,CARFILZOMIB,True,False,True,,
MICB,hgnc:7091,MICB,PharmGKB,5-Jun-23,,0.531351837,ribavirin,rxcui:9344,RIBAVIRIN,True,False,False,,
CHRM1,hgnc:1950,CHRM1,ChEMBL,32,inhibitor,0.634194128,BIPERIDEN LACTATE,rxcui:19377,BIPERIDEN LACTATE,True,False,False,,
CACNA1B,hgnc:1389,CACNA1B,ChEMBL,32,blocker,1.843126684,ZICONOTIDE ACETATE,rxcui:486126,ZICONOTIDE ACETATE,True,False,False,,
PSMD4,hgnc:9561,PSMD4,ChEMBL,32,inhibitor,0.714044236,CARFILZOMIB,rxcui:1302966,CARFILZOMIB,True,False,True,,
UNIPROT:P04818,hgnc:12441,TYMS,TdgClinicalTrial,14-Jan,,0.088492204,LEUCOVORIN,rxcui:225852,LEUCOVORIN CALCIUM,True,False,True,,
UNIPROT:P36888,hgnc:3765,FLT3,TEND,1-Aug-11,,0.148290447,SUNITINIB,rxcui:357977,SUNITINIB,True,False,True,,
POLD2,hgnc:9176,POLD2,ChEMBL,32,inhibitor,0.29787906,FLUDARABINE PHOSPHATE,rxcui:24698,FLUDARABINE,True,False,True,,
KCNC4,hgnc:6236,KCNC4,ChEMBL,32,blocker,0.234047833,AMIFAMPRIDINE,rxcui:2106338,AMIFAMPRIDINE,True,False,False,,
RPSA,hgnc:6502,RPSA,ChEMBL,32,modulator,0.009590253,ATALUREN,ncit:C169791,ATALUREN,True,False,False,,
VEGFA,hgnc:12680,VEGFA,PharmGKB,5-Jun-23,,0.07709811,adalimumab,rxcui:2103477,ADALIMUMAB-ADBM,True,False,False,,
VWF,hgnc:12726,VWF,NCI,14-Sep-17,,0.182600786,PENTOXIFYLLINE,rxcui:8013,PENTOXIFYLLINE,True,False,False,C04AD03,Peripheral vasodilators
VWF,hgnc:12726,VWF,NCI,14-Sep-17,,0.182600786,PENTOXIFYLLINE,rxcui:8013,PENTOXIFYLLINE,True,False,False,,Phosphodiesterase Inhibitor
UNIPROT:Q15759,hgnc:6873,MAPK11,TdgClinicalTrial,14-Jan,,0.382987363,PIRFENIDONE,rxcui:1592254,PIRFENIDONE,True,False,False,,
PDCD1,hgnc:8760,PDCD1,TALC,12-May-16,antibody,0.402136731,MDX-1106,rxcui:1597876,NIVOLUMAB,True,True,True,,
UNIPROT:P98160,hgnc:5273,HSPG2,TdgClinicalTrial,14-Jan,,2.808573995,PALIFERMIN,rxcui:196319,PALIFERMIN,True,False,False,,
UNIPROT:P17948,hgnc:3763,FLT1,TdgClinicalTrial,14-Jan,,0.087767937,PAZOPANIB,rxcui:714438,PAZOPANIB,True,False,True,,
SERPINA5,hgnc:8723,SERPINA5,NCI,14-Sep-17,,0.867353734,HEPARIN,rxcui:104466,TINZAPARIN SODIUM,True,False,False,B01AB10,Heparin group
UNIPROT:Q13621,hgnc:10910,SLC12A1,TEND,1-Aug-11,,4.212860993,CHLORMERODRIN,ncit:C65315,CHLORMERODRIN,True,False,False,,
UNIPROT:P28223,hgnc:5293,HTR2A,TEND,1-Aug-11,,0.259538191,CYCLOBENZAPRINE,rxcui:21949,CYCLOBENZAPRINE,True,False,False,,
BGLAP,hgnc:1043,BGLAP,NCI,14-Sep-17,,0.142463898,PREDNISOLONE,rxcui:8638,PREDNISOLONE,True,False,False,,
OR52J2P,hgnc:14797,OR52J2P,PharmGKB,5-Jun-23,,2.8770758,lithium,rxcui:6448,LITHIUM,True,False,False,,
ABL1,hgnc:76,ABL1,ChEMBL,32,inhibitor,2.986331843,ASCIMINIB,rxcui:2584304,ASCIMINIB,True,False,True,,
GSTP1,hgnc:4638,GSTP1,NCI,14-Sep-17,,0.122875112,VITAMIN E,rxcui:11256,VITAMIN E,True,False,False,,
THYMIDINE KINASE 1,hgnc:11830,TK1,TTD,2020.06.01,,9.830008983,Penciclovir,rxcui:59839,PENCICLOVIR,True,False,False,,
PROSTAGLANDIN G/H SYNTHASE,hgnc:2294,COX8A,TTD,2020.06.01,,0.038298736,Aspirin,rxcui:1191,ASPIRIN,True,False,True,,
PIK3R1,hgnc:8979,PIK3R1,MyCancerGenome,20-Jun-17,inhibitor,0.258684447,BAY80-6946,rxcui:1945077,COPANLISIB,True,False,True,,
TNFRSF11B,hgnc:11909,TNFRSF11B,NCI,14-Sep-17,,0.436889288,EPINEPHRINE,rxcui:3992,EPINEPHRINE,True,False,False,,
OPRM1,hgnc:8156,OPRM1,PharmGKB,5-Jun-23,,0.300918642,hydrocodone,rxcui:5489,HYDROCODONE,True,False,False,,
SCN5A,hgnc:10593,SCN5A,PharmGKB,5-Jun-23,,0.027926162,amiodarone,rxcui:203114,AMIODARONE HYDROCHLORIDE,True,False,False,,
CCHCR1,hgnc:13930,CCHCR1,PharmGKB,5-Jun-23,,4.536927223,nevirapine,rxcui:53654,NEVIRAPINE,True,False,False,,
ATP7B,hgnc:870,ATP7B,NCI,14-Sep-17,,0.737250674,OXALIPLATIN,rxcui:32592,OXALIPLATIN,True,False,True,L01XA03,Platinum-containing antineoplastic agents
CYP3A4,hgnc:2637,CYP3A4,DTC,5-Jun-23,,0.066795078,NONOXYNOL 9,rxcui:53750,NONOXYNOL-9,True,False,False,,
E2F1,hgnc:3113,E2F1,NCI,14-Sep-17,,0.369780902,BCNU,rxcui:2105,CARMUSTINE,True,False,True,,
IBSP,hgnc:5341,IBSP,NCI,14-Sep-17,,0.310421336,CYCLOSPORIN A,rxcui:3008,CYCLOSPORINE,True,True,False,,
ADRA1B,hgnc:278,ADRA1B,PharmGKB,5-Jun-23,,1.228751123,methoxamine,rxcui:6853,METHOXAMINE,True,False,False,,
ERCC1,hgnc:3433,ERCC1,PharmGKB,5-Jun-23,,0.068263951,doxorubicin,rxcui:142433,DOXORUBICIN HYDROCHLORIDE,True,False,True,,
PTGS1,hgnc:9604,PTGS1,ChEMBL,32,inhibitor,0.105321525,MECLOFENAMATE SODIUM,rxcui:6677,MECLOFENAMATE SODIUM,True,False,False,,
CACNA1G,hgnc:1394,CACNA1G,ChEMBL,32,modulator,0.064671112,GABAPENTIN,rxcui:25480,GABAPENTIN,True,False,False,,
PPARD,hgnc:9235,PPARD,DTC,5-Jun-23,,0.111704648,TRIPARANOL,ncit:C152752,TRIPARANOL,True,False,False,,
NOREPINEPHRINE TRANSPORTER,hgnc:11048,SLC6A2,TTD,2020.06.01,,0.556415603,Metaiodobenzylguanidine I-131,rxcui:14448,3-IODOBENZYLGUANIDINE,True,False,False,,
GUCY1A2,hgnc:4684,GUCY1A2,ChEMBL,32,activator,0.357454872,ISOSORBIDE DINITRATE,rxcui:6058,ISOSORBIDE DINITRATE,True,False,False,,
GABRA5,hgnc:4079,GABRA5,ChEMBL,32,positive modulator,0.100534183,METHARBITAL,rxcui:6825,METHARBITAL,True,False,False,,
KCNH3,hgnc:6252,KCNH3,ChEMBL,32,blocker,0.234047833,AMIFAMPRIDINE,rxcui:2106338,AMIFAMPRIDINE,True,False,False,,
ERBB2,hgnc:3430,ERBB2,ChEMBL,32,inhibitor,0.269315315,NERATINIB MALEATE,rxcui:1940642,NERATINIB MALEATE,True,False,False,,
TUBB6,hgnc:20776,TUBB6,ChEMBL,32,inhibitor,0.044954309,ENFORTUMAB VEDOTIN,rxcui:2268306,ENFORTUMAB VEDOTIN-EJFV,True,False,True,,
ABCC3,hgnc:54,ABCC3,DTC,5-Jun-23,,0.351071749,EFAVIRENZ,rxcui:195085,EFAVIRENZ,True,False,False,,
UNIPROT:P05106,hgnc:6156,ITGB3,TdgClinicalTrial,14-Jan,,3.145602874,TIROFIBAN,rxcui:73137,TIROFIBAN,True,False,False,,
ATXN1L,hgnc:33279,ATXN1L,CIViC,5-Jun-23,,0.786400719,DABRAFENIB,rxcui:1424911,DABRAFENIB,True,False,True,L01XE23,Antineoplastic agents
UNIPROT:P36544,hgnc:1960,CHRNA7,TEND,1-Aug-11,,0.066870809,NICOTINE,rxcui:31765,NICOTINE POLACRILEX,True,False,False,,
CAMK2B,hgnc:1461,CAMK2B,NCI,14-Sep-17,,0.117960108,NIFEDIPINE,rxcui:7417,NIFEDIPINE,True,False,False,,
ABL1,hgnc:76,ABL1,CIViC,5-Jun-23,,0.357518601,DASATINIB,rxcui:1546019,DASATINIB ANHYDROUS,True,False,True,,
HSD17B3,hgnc:5212,HSD17B3,DTC,5-Jun-23,,1.78727436,CURCUMIN,rxcui:2955,CURCUMIN,True,False,False,,
CYP3A4,hgnc:2637,CYP3A4,DTC,5-Jun-23,,0.026718031,DAPSONE,rxcui:3108,DAPSONE,True,False,False,,
CRBN,hgnc:30185,CRBN,CGI,5-Jun-23,,2.722156334,Lenalidomide,rxcui:342369,LENALIDOMIDE,True,False,True,L04AX04,Other immunosuppressants
RPSA,hgnc:6502,RPSA,ChEMBL,32,inhibitor,0.157280144,TELITHROMYCIN,rxcui:274786,TELITHROMYCIN,True,False,False,,
ALOX15,hgnc:433,ALOX15,DTC,5-Jun-23,,0.03598539,LEVONORDEFRIN,rxcui:132889,LEVONORDEFRIN,True,False,False,,
MAPT,hgnc:6893,MAPT,DTC,5-Jun-23,,0.016755697,DANTROLENE SODIUM,rxcui:3105,DANTROLENE,True,False,False,,
CPA2,hgnc:2297,CPA2,PharmGKB,5-Jun-23,,4.915004491,asparaginase,rxcui:1156,ASPARAGINASE,True,False,True,,
PSMB1,hgnc:9537,PSMB1,MyCancerGenome,20-Jun-17,other/unknown,0.714044236,CARFILZOMIB,rxcui:1302966,CARFILZOMIB,True,False,True,,
SFTPA1,hgnc:10798,SFTPA1,NCI,14-Sep-17,,0.307187781,AMIODARONE,rxcui:203114,AMIODARONE HYDROCHLORIDE,True,False,False,,
CD274,hgnc:17635,CD274,CIViC,5-Jun-23,,1.415521294,ATEZOLIZUMAB,rxcui:1792776,ATEZOLIZUMAB,True,True,True,,
PROSTAGLANDIN E2 RECEPTOR EP2,hgnc:9594,PTGER2,TTD,2020.06.01,,1.053215248,Alprostadil,rxcui:598,ALPROSTADIL,True,False,False,,
HIF1A,hgnc:4910,HIF1A,DTC,5-Jun-23,,0.029255979,CHRYSIN,rxcui:1362888,CHRYSIN,True,False,False,,
NDUFB8,hgnc:7703,NDUFB8,ChEMBL,32,inhibitor,0.351071749,METFORMIN HYDROCHLORIDE,rxcui:235743,METFORMIN HYDROCHLORIDE,True,False,True,,
DRD4,hgnc:3025,DRD4,ChEMBL,32,inhibitor,0.065388086,THIORIDAZINE,rxcui:10502,THIORIDAZINE,True,False,False,,
RPSA,hgnc:6502,RPSA,ChEMBL,32,inhibitor,0.393200359,QUINUPRISTIN/DALFOPRISTIN,chembl:CHEMBL3137691,QUINUPRISTIN/DALFOPRISTIN,True,False,False,,
IDH1,hgnc:5382,IDH1,DTC,5-Jun-23,,0.004140404,MERCAPTOPURINE,rxcui:103,MERCAPTOPURINE,True,False,True,,
NFE2L2,hgnc:7782,NFE2L2,DTC,5-Jun-23,,0.014160877,OXYQUINOLINE,rxcui:110,OXYQUINOLINE,True,False,False,,
CYP2D6,hgnc:2625,CYP2D6,DTC,5-Jun-23,,0.002872032,CYTARABINE,rxcui:3041,CYTARABINE,True,False,True,,
RPMJ,hgnc:14490,MRPL36,ChEMBL,32,inhibitor,0.173470747,CLINDAMYCIN PALMITATE HYDROCHLORIDE,rxcui:2582,CLINDAMYCIN,True,False,False,,
TYMS,hgnc:12441,TYMS,PharmGKB,5-Jun-23,,0.195947023,hydroxychloroquine,rxcui:5521,HYDROXYCHLOROQUINE,True,False,False,P01BA02,Antimalarials
UNIPROT:P00915,hgnc:1368,CA1,TEND,1-Aug-11,,1.072364616,ACETAZOLAMIDE,rxcui:167,ACETAZOLAMIDE,True,False,False,,
BDNF,hgnc:1033,BDNF,NCI,14-Sep-17,,0.043208831,ARSENIC TRIOXIDE,rxcui:18330,ARSENIC TRIOXIDE,True,False,True,,
UNIPROT:P28223,hgnc:5293,HTR2A,TdgClinicalTrial,14-Jan,,0.134760215,TRAZODONE,rxcui:10737,TRAZODONE,True,False,False,,
TP53,hgnc:11998,TP53,JAX-CKB,5-Jun-23,,0.007720744,Paclitaxel,rxcui:56946,PACLITAXEL,True,False,True,L01CD01,Taxanes
CBX1,hgnc:1551,CBX1,DTC,5-Jun-23,,0.00506006,CLOZAPINE,rxcui:2626,CLOZAPINE,True,False,False,,
CYP1A2,hgnc:2596,CYP1A2,NCI,14-Sep-17,,0.00916551,FULVESTRANT,rxcui:282357,FULVESTRANT,True,False,True,,
FLT3,hgnc:3765,FLT3,CIViC,5-Jun-23,,0.28175185,TIRBANIBULIN,rxcui:2471078,TIRBANIBULIN,True,False,True,,
PSMD10P3,hgnc:30152,PSMD10P3,MyCancerGenome,20-Jun-17,other/unknown,0.346941494,BORTEZOMIB,rxcui:358258,BORTEZOMIB,True,False,True,,
STAG2,hgnc:11355,STAG2,CIViC,5-Jun-23,,1.734707468,VEMURAFENIB,rxcui:1147220,VEMURAFENIB,True,False,True,L01XE15,Protein kinase inhibitors
CYP2B6,hgnc:2615,CYP2B6,NCI,14-Sep-17,,0.042370728,CARBAMAZEPINE,rxcui:2002,CARBAMAZEPINE,True,False,False,,
MEGF11,hgnc:29635,MEGF11,PharmGKB,5-Jun-23,,0.556415603,fluorouracil,rxcui:4492,FLUOROURACIL,True,False,True,L01BC02,Pyrimidine analogues
ABL1,hgnc:76,ABL1,CIViC,5-Jun-23,,2.986331843,ASCIMINIB,rxcui:2584304,ASCIMINIB,True,False,True,,
RPMJ,hgnc:14490,MRPL36,ChEMBL,32,inhibitor,0.123907676,DEMECLOCYCLINE HYDROCHLORIDE,rxcui:81993,DEMECLOCYCLINE HYDROCHLORIDE,True,False,False,,
HMG-COA REDUCTASE,hgnc:5006,HMGCR,TTD,2020.06.01,,0.046809567,Aspirin,rxcui:1191,ASPIRIN,True,False,True,,
PIM1,hgnc:8986,PIM1,DTC,5-Jun-23,,0.027625318,GEFITINIB,rxcui:328134,GEFITINIB,True,False,True,,
IL2,hgnc:6001,IL2,NCI,14-Sep-17,,0.208042518,AMIKACIN SULFATE,rxcui:641,AMIKACIN,True,False,False,,
CYP2C19,hgnc:2621,CYP2C19,FDA,5-Jun-23,,0.004806067,Rabeprazole,rxcui:114979,RABEPRAZOLE,True,False,True,,
CAMK1D,hgnc:19341,CAMK1D,PharmGKB,5-Jun-23,,1.474501347,losartan,rxcui:203160,LOSARTAN POTASSIUM,True,False,False,,
MTOR,hgnc:3942,MTOR,CGI,5-Jun-23,,0.102016402,Sirolimus,rxcui:35302,SIROLIMUS,True,True,True,,
GABRP,hgnc:4089,GABRP,ChEMBL,32,negative modulator,0.03929384,FLUMAZENIL,rxcui:4457,FLUMAZENIL,True,False,False,,
POLE,hgnc:9177,POLE,ChEMBL,32,inhibitor,0.123907676,CYTARABINE,rxcui:3041,CYTARABINE,True,False,True,,
SCN9A,hgnc:10597,SCN9A,ChEMBL,32,blocker,0.08425722,QUINIDINE POLYGALACTURONATE,rxcui:41875,QUINIDINE POLYGALACTURONATE,True,False,False,,
UNIPROT:P07550,hgnc:286,ADRB2,TdgClinicalTrial,14-Jan,,1.34045577,TERBUTALINE,rxcui:10368,TERBUTALINE,True,False,False,,
PBRM1,hgnc:30064,PBRM1,CIViC,5-Jun-23,,0.223409295,NIVOLUMAB,rxcui:1597876,NIVOLUMAB,True,True,True,,
PIK3CA,hgnc:8975,PIK3CA,NCI,14-Sep-17,,0.066592036,RAPAMYCIN,rxcui:35302,SIROLIMUS,True,True,True,,
MELANOCORTIN RECEPTOR 1,hgnc:6929,MC1R,TTD,2020.06.01,,25.27716596,afamelanotide,rxcui:2262250,AFAMELANOTIDE,True,False,False,,
UNIPROT:P51170,hgnc:10602,SCNN1G,TEND,1-Aug-11,,5.242671457,AMILORIDE,rxcui:644,AMILORIDE,True,False,True,,
SERPINC1,hgnc:775,SERPINC1,ChEMBL,32,activator,2.680911541,HEPARIN CALCIUM,rxcui:20044,HEPARIN CALCIUM,True,False,False,,
CACNA1C,hgnc:1390,CACNA1C,ChEMBL,32,blocker,0.307187781,AMLODIPINE MALEATE,ncit:C65230,AMLODIPINE MALEATE,True,False,False,,
CACNA1I,hgnc:1396,CACNA1I,ChEMBL,32,modulator,0.073909842,GABAPENTIN,rxcui:25480,GABAPENTIN,True,False,False,,
SLK,hgnc:11088,SLK,DTC,5-Jun-23,,0.027690166,DASATINIB,rxcui:1546019,DASATINIB ANHYDROUS,True,False,True,,
EHMT2,hgnc:14129,EHMT2,DTC,5-Jun-23,,0.005735128,SULFINPYRAZONE,rxcui:10205,SULFINPYRAZONE,True,False,False,,
GMNN,hgnc:17493,GMNN,DTC,5-Jun-23,,0.007679695,BENZBROMARONE,rxcui:1385,BENZBROMARONE,True,False,False,,
ABCB1,hgnc:40,ABCB1,PharmGKB,5-Jun-23,,0.01298834,ketoconazole,rxcui:6135,KETOCONAZOLE,True,False,False,,
TCL1A,hgnc:11648,TCL1A,PharmGKB,5-Jun-23,,1.843126684,exemestane,rxcui:258494,EXEMESTANE,True,False,True,,
HTR1A,hgnc:5286,HTR1A,PharmGKB,5-Jun-23,,0.314560287,milnacipran,rxcui:588250,MILNACIPRAN,True,False,False,,
PSMA2,hgnc:9531,PSMA2,ChEMBL,32,inhibitor,0.666441287,CARFILZOMIB,rxcui:1302966,CARFILZOMIB,True,False,True,,
GABRE,hgnc:4085,GABRE,ChEMBL,32,positive modulator,0.047259659,SECOBARBITAL SODIUM,rxcui:91110,SECOBARBITAL SODIUM,True,False,False,,
RPMJ,hgnc:14490,MRPL36,ChEMBL,32,inhibitor,0.433676867,KANAMYCIN SULFATE,rxcui:203183,KANAMYCIN SULFATE,True,False,False,,
UNIPROT:P24046,hgnc:4090,GABRR1,TEND,1-Aug-11,,0.162033115,DIAZEPAM,rxcui:3322,DIAZEPAM,True,False,False,,
ATP-BINDING CASSETTE TRANSPORTER C8,hgnc:59,ABCC8,TTD,2020.06.01,,1.966001797,Acetohexamide,rxcui:173,ACETOHEXAMIDE,True,False,False,,
FLT4,hgnc:3767,FLT4,DTC,5-Jun-23,,0.058511958,SORAFENIB,rxcui:495881,SORAFENIB,True,False,True,L01XE05,Antineoplastic agents
KIT,hgnc:6342,KIT,COSMIC,4-Sep-20,,0.728148814,Sunitinib,rxcui:357977,SUNITINIB,True,False,True,,
RRM2B,hgnc:17296,RRM2B,ChEMBL,32,inhibitor,0.178727436,FLUDARABINE PHOSPHATE,rxcui:24698,FLUDARABINE,True,False,True,,
SLC6A2,hgnc:11048,SLC6A2,ChEMBL,32,inhibitor,0.111283121,NOMIFENSINE MALEATE,rxcui:262302,NOMIFENSINE MALEATE,True,False,False,,
HTR3D,hgnc:24004,HTR3D,ChEMBL,32,inhibitor,0.16851444,AMISULPRIDE,rxcui:46303,AMISULPRIDE,True,False,False,,
FGFR3,hgnc:3690,FGFR3,DoCM,5-Jun-23,,0.067879857,BORTEZOMIB,rxcui:358258,BORTEZOMIB,True,False,True,,
CYP2C19,hgnc:2621,CYP2C19,FDA,5-Jun-23,,0.009612134,Voriconazole,rxcui:121243,VORICONAZOLE,True,False,False,,
CXCL12,hgnc:10672,CXCL12,PharmGKB,5-Jun-23,,4.915004491,alemtuzumab,rxcui:117055,ALEMTUZUMAB,True,True,True,,
CYP2B6,hgnc:2615,CYP2B6,FDA,5-Jun-23,,0.169482913,Efavirenz,rxcui:195085,EFAVIRENZ,True,False,False,,
AR,hgnc:644,AR,DTC,5-Jun-23,,0.007602482,DESLANOSIDE,rxcui:3248,DESLANOSIDE,True,False,False,,
UNIPROT:P07333,hgnc:2433,CSF1R,TEND,1-Aug-11,,0.055432381,SUNITINIB,rxcui:357977,SUNITINIB,True,False,True,,
FXR2,hgnc:4024,FXR2,PharmGKB,5-Jun-23,,1.282175085,methylphenidate,rxcui:203188,METHYLPHENIDATE HYDROCHLORIDE,True,False,True,N06BA04,Centrally acting sympathomimetics
ADRA2A,hgnc:281,ADRA2A,ChEMBL,32,agonist,0.194013335,GUANABENZ ACETATE,rxcui:227225,GUANABENZ ACETATE,True,False,False,,
IDH1,hgnc:5382,IDH1,DTC,5-Jun-23,,0.004391337,DAUNORUBICIN HYDROCHLORIDE,rxcui:81992,DAUNORUBICIN HYDROCHLORIDE,True,False,False,,
CYP1A2,hgnc:2596,CYP1A2,DTC,5-Jun-23,,0.022404579,MODAFINIL,rxcui:30125,MODAFINIL,True,False,False,,
UNIPROT:P21728,hgnc:3020,DRD1,TdgClinicalTrial,14-Jan,,0.075615454,FLUPHENAZINE,rxcui:203207,FLUPHENAZINE HYDROCHLORIDE,True,False,False,,
TH,hgnc:11782,TH,NCI,14-Sep-17,,0.312063777,SERTRALINE HYDROCHLORIDE,rxcui:155137,SERTRALINE HYDROCHLORIDE,True,False,False,,
PIGF,hgnc:8962,PIGF,TALC,12-May-16,inhibitor,23.59202156,AFLIBERCEPT,rxcui:1232150,AFLIBERCEPT,True,True,True,,
HSD17B10,hgnc:4800,HSD17B10,DTC,5-Jun-23,,0.020401264,GATIFLOXACIN,rxcui:1546025,GATIFLOXACIN ANHYDROUS,True,False,False,,
